Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered,WHO Region
2020-01-22,India,0,0,0,0,0,0,0,South-East Asia
2020-01-22,Kenya,0,0,0,0,0,0,0,Africa
2020-01-22,US,1,0,0,1,0,0,0,Americas
2020-01-23,India,0,0,0,0,0,0,0,South-East Asia
2020-01-23,Kenya,0,0,0,0,0,0,0,Africa
2020-01-23,US,1,0,0,1,0,0,0,Americas
2020-01-24,India,0,0,0,0,0,0,0,South-East Asia
2020-01-24,Kenya,0,0,0,0,0,0,0,Africa
2020-01-24,US,2,0,0,2,1,0,0,Americas
2020-01-25,India,0,0,0,0,0,0,0,South-East Asia
2020-01-25,Kenya,0,0,0,0,0,0,0,Africa
2020-01-25,US,2,0,0,2,0,0,0,Americas
2020-01-26,India,0,0,0,0,0,0,0,South-East Asia
2020-01-26,Kenya,0,0,0,0,0,0,0,Africa
2020-01-26,US,5,0,0,5,3,0,0,Americas
2020-01-27,India,0,0,0,0,0,0,0,South-East Asia
2020-01-27,Kenya,0,0,0,0,0,0,0,Africa
2020-01-27,US,5,0,0,5,0,0,0,Americas
2020-01-28,India,0,0,0,0,0,0,0,South-East Asia
2020-01-28,Kenya,0,0,0,0,0,0,0,Africa
2020-01-28,US,5,0,0,5,0,0,0,Americas
2020-01-29,India,0,0,0,0,0,0,0,South-East Asia
2020-01-29,Kenya,0,0,0,0,0,0,0,Africa
2020-01-29,US,5,0,0,5,0,0,0,Americas
2020-01-30,India,1,0,0,1,1,0,0,South-East Asia
2020-01-30,Kenya,0,0,0,0,0,0,0,Africa
2020-01-30,US,5,0,0,5,0,0,0,Americas
2020-01-31,India,1,0,0,1,0,0,0,South-East Asia
2020-01-31,Kenya,0,0,0,0,0,0,0,Africa
2020-01-31,US,7,0,0,7,2,0,0,Americas
2020-02-01,India,1,0,0,1,0,0,0,South-East Asia
2020-02-01,Kenya,0,0,0,0,0,0,0,Africa
2020-02-01,US,8,0,0,8,1,0,0,Americas
2020-02-02,India,2,0,0,2,1,0,0,South-East Asia
2020-02-02,Kenya,0,0,0,0,0,0,0,Africa
2020-02-02,US,8,0,0,8,0,0,0,Americas
2020-02-03,India,3,0,0,3,1,0,0,South-East Asia
2020-02-03,Kenya,0,0,0,0,0,0,0,Africa
2020-02-03,US,11,0,0,11,3,0,0,Americas
2020-02-04,India,3,0,0,3,0,0,0,South-East Asia
2020-02-04,Kenya,0,0,0,0,0,0,0,Africa
2020-02-04,US,11,0,0,11,0,0,0,Americas
2020-02-05,India,3,0,0,3,0,0,0,South-East Asia
2020-02-05,Kenya,0,0,0,0,0,0,0,Africa
2020-02-05,US,11,0,0,11,0,0,0,Americas
2020-02-06,India,3,0,0,3,0,0,0,South-East Asia
2020-02-06,Kenya,0,0,0,0,0,0,0,Africa
2020-02-06,US,11,0,0,11,0,0,0,Americas
2020-02-07,India,3,0,0,3,0,0,0,South-East Asia
2020-02-07,Kenya,0,0,0,0,0,0,0,Africa
2020-02-07,US,11,0,0,11,0,0,0,Americas
2020-02-08,India,3,0,0,3,0,0,0,South-East Asia
2020-02-08,Kenya,0,0,0,0,0,0,0,Africa
2020-02-08,US,11,0,0,11,0,0,0,Americas
2020-02-09,India,3,0,0,3,0,0,0,South-East Asia
2020-02-09,Kenya,0,0,0,0,0,0,0,Africa
2020-02-09,US,11,0,3,8,0,0,3,Americas
2020-02-10,India,3,0,0,3,0,0,0,South-East Asia
2020-02-10,Kenya,0,0,0,0,0,0,0,Africa
2020-02-10,US,11,0,3,8,0,0,0,Americas
2020-02-11,India,3,0,0,3,0,0,0,South-East Asia
2020-02-11,Kenya,0,0,0,0,0,0,0,Africa
2020-02-11,US,12,0,3,9,1,0,0,Americas
2020-02-12,India,3,0,0,3,0,0,0,South-East Asia
2020-02-12,Kenya,0,0,0,0,0,0,0,Africa
2020-02-12,US,12,0,3,9,0,0,0,Americas
2020-02-13,India,3,0,0,3,0,0,0,South-East Asia
2020-02-13,Kenya,0,0,0,0,0,0,0,Africa
2020-02-13,US,13,0,3,10,1,0,0,Americas
2020-02-14,India,3,0,0,3,0,0,0,South-East Asia
2020-02-14,Kenya,0,0,0,0,0,0,0,Africa
2020-02-14,US,13,0,3,10,0,0,0,Americas
2020-02-15,India,3,0,0,3,0,0,0,South-East Asia
2020-02-15,Kenya,0,0,0,0,0,0,0,Africa
2020-02-15,US,13,0,3,10,0,0,0,Americas
2020-02-16,India,3,0,3,0,0,0,3,South-East Asia
2020-02-16,Kenya,0,0,0,0,0,0,0,Africa
2020-02-16,US,13,0,3,10,0,0,0,Americas
2020-02-17,India,3,0,3,0,0,0,0,South-East Asia
2020-02-17,Kenya,0,0,0,0,0,0,0,Africa
2020-02-17,US,13,0,3,10,0,0,0,Americas
2020-02-18,India,3,0,3,0,0,0,0,South-East Asia
2020-02-18,Kenya,0,0,0,0,0,0,0,Africa
2020-02-18,US,13,0,3,10,0,0,0,Americas
2020-02-19,India,3,0,3,0,0,0,0,South-East Asia
2020-02-19,Kenya,0,0,0,0,0,0,0,Africa
2020-02-19,US,13,0,3,10,0,0,0,Americas
2020-02-20,India,3,0,3,0,0,0,0,South-East Asia
2020-02-20,Kenya,0,0,0,0,0,0,0,Africa
2020-02-20,US,13,0,3,10,0,0,0,Americas
2020-02-21,India,3,0,3,0,0,0,0,South-East Asia
2020-02-21,Kenya,0,0,0,0,0,0,0,Africa
2020-02-21,US,15,0,5,10,2,0,2,Americas
2020-02-22,India,3,0,3,0,0,0,0,South-East Asia
2020-02-22,Kenya,0,0,0,0,0,0,0,Africa
2020-02-22,US,15,0,5,10,0,0,0,Americas
2020-02-23,India,3,0,3,0,0,0,0,South-East Asia
2020-02-23,Kenya,0,0,0,0,0,0,0,Africa
2020-02-23,US,15,0,5,10,0,0,0,Americas
2020-02-24,India,3,0,3,0,0,0,0,South-East Asia
2020-02-24,Kenya,0,0,0,0,0,0,0,Africa
2020-02-24,US,15,0,5,10,0,0,0,Americas
2020-02-25,India,3,0,3,0,0,0,0,South-East Asia
2020-02-25,Kenya,0,0,0,0,0,0,0,Africa
2020-02-25,US,15,0,6,9,0,0,1,Americas
2020-02-26,India,3,0,3,0,0,0,0,South-East Asia
2020-02-26,Kenya,0,0,0,0,0,0,0,Africa
2020-02-26,US,15,0,6,9,0,0,0,Americas
2020-02-27,India,3,0,3,0,0,0,0,South-East Asia
2020-02-27,Kenya,0,0,0,0,0,0,0,Africa
2020-02-27,US,16,0,6,10,1,0,0,Americas
2020-02-28,India,3,0,3,0,0,0,0,South-East Asia
2020-02-28,Kenya,0,0,0,0,0,0,0,Africa
2020-02-28,US,16,0,7,9,0,0,1,Americas
2020-02-29,India,3,0,3,0,0,0,0,South-East Asia
2020-02-29,Kenya,0,0,0,0,0,0,0,Africa
2020-02-29,US,24,1,7,16,8,1,0,Americas
2020-03-01,India,3,0,3,0,0,0,0,South-East Asia
2020-03-01,Kenya,0,0,0,0,0,0,0,Africa
2020-03-01,US,30,1,7,22,6,0,0,Americas
2020-03-02,India,5,0,3,2,2,0,0,South-East Asia
2020-03-02,Kenya,0,0,0,0,0,0,0,Africa
2020-03-02,US,53,6,7,40,23,5,0,Americas
2020-03-03,India,5,0,3,2,0,0,0,South-East Asia
2020-03-03,Kenya,0,0,0,0,0,0,0,Africa
2020-03-03,US,73,7,7,59,20,1,0,Americas
2020-03-04,India,28,0,3,25,23,0,0,South-East Asia
2020-03-04,Kenya,0,0,0,0,0,0,0,Africa
2020-03-04,US,104,11,7,86,31,4,0,Americas
2020-03-05,India,30,0,3,27,2,0,0,South-East Asia
2020-03-05,Kenya,0,0,0,0,0,0,0,Africa
2020-03-05,US,174,12,7,155,70,1,0,Americas
2020-03-06,India,31,0,3,28,1,0,0,South-East Asia
2020-03-06,Kenya,0,0,0,0,0,0,0,Africa
2020-03-06,US,222,14,7,201,48,2,0,Americas
2020-03-07,India,34,0,3,31,3,0,0,South-East Asia
2020-03-07,Kenya,0,0,0,0,0,0,0,Africa
2020-03-07,US,337,17,7,313,115,3,0,Americas
2020-03-08,India,39,0,3,36,5,0,0,South-East Asia
2020-03-08,Kenya,0,0,0,0,0,0,0,Africa
2020-03-08,US,451,21,7,423,114,4,0,Americas
2020-03-09,India,43,0,3,40,4,0,0,South-East Asia
2020-03-09,Kenya,0,0,0,0,0,0,0,Africa
2020-03-09,US,519,22,7,490,68,1,0,Americas
2020-03-10,India,56,0,4,52,13,0,1,South-East Asia
2020-03-10,Kenya,0,0,0,0,0,0,0,Africa
2020-03-10,US,711,28,8,675,192,6,1,Americas
2020-03-11,India,62,1,4,57,6,1,0,South-East Asia
2020-03-11,Kenya,0,0,0,0,0,0,0,Africa
2020-03-11,US,1109,33,8,1068,398,5,0,Americas
2020-03-12,India,73,1,4,68,11,0,0,South-East Asia
2020-03-12,Kenya,0,0,0,0,0,0,0,Africa
2020-03-12,US,1561,43,12,1506,452,10,4,Americas
2020-03-13,India,82,2,4,76,9,1,0,South-East Asia
2020-03-13,Kenya,1,0,0,1,1,0,0,Africa
2020-03-13,US,2157,52,12,2093,596,9,0,Americas
2020-03-14,India,102,2,4,96,20,0,0,South-East Asia
2020-03-14,Kenya,1,0,0,1,0,0,0,Africa
2020-03-14,US,2870,58,12,2800,713,6,0,Americas
2020-03-15,India,113,2,13,98,11,0,9,South-East Asia
2020-03-15,Kenya,3,0,0,3,2,0,0,Africa
2020-03-15,US,2968,70,12,2886,98,12,0,Americas
2020-03-16,India,119,2,13,104,6,0,0,South-East Asia
2020-03-16,Kenya,3,0,0,3,0,0,0,Africa
2020-03-16,US,4360,97,17,4246,1392,27,5,Americas
2020-03-17,India,142,3,14,125,23,1,1,South-East Asia
2020-03-17,Kenya,3,0,0,3,0,0,0,Africa
2020-03-17,US,6141,131,17,5993,1781,34,0,Americas
2020-03-18,India,156,3,14,139,14,0,0,South-East Asia
2020-03-18,Kenya,3,0,0,3,0,0,0,Africa
2020-03-18,US,8917,188,105,8624,2776,57,88,Americas
2020-03-19,India,194,4,15,175,38,1,1,South-East Asia
2020-03-19,Kenya,7,0,0,7,4,0,0,Africa
2020-03-19,US,14157,265,121,13771,5240,77,16,Americas
2020-03-20,India,244,5,20,219,50,1,5,South-East Asia
2020-03-20,Kenya,7,0,0,7,0,0,0,Africa
2020-03-20,US,19479,362,147,18970,5322,97,26,Americas
2020-03-21,India,330,4,23,303,86,-1,3,South-East Asia
2020-03-21,Kenya,7,0,0,7,0,0,0,Africa
2020-03-21,US,25825,456,176,25193,6346,94,29,Americas
2020-03-22,India,396,7,27,362,66,3,4,South-East Asia
2020-03-22,Kenya,15,0,0,15,8,0,0,Africa
2020-03-22,US,33761,601,178,32982,7936,145,2,Americas
2020-03-23,India,499,10,27,462,103,3,0,South-East Asia
2020-03-23,Kenya,16,0,0,16,1,0,0,Africa
2020-03-23,US,43850,784,178,42888,10089,183,0,Americas
2020-03-24,India,536,10,40,486,37,0,13,South-East Asia
2020-03-24,Kenya,25,0,0,25,9,0,0,Africa
2020-03-24,US,54112,1021,348,52743,10262,237,170,Americas
2020-03-25,India,657,12,43,602,121,2,3,South-East Asia
2020-03-25,Kenya,28,0,1,27,3,0,1,Africa
2020-03-25,US,66055,1333,361,64361,11943,312,13,Americas
2020-03-26,India,727,20,45,662,70,8,2,South-East Asia
2020-03-26,Kenya,31,1,1,29,3,1,0,Africa
2020-03-26,US,84091,1746,681,81664,18036,413,320,Americas
2020-03-27,India,887,20,73,794,160,0,28,South-East Asia
2020-03-27,Kenya,31,1,1,29,0,0,0,Africa
2020-03-27,US,102276,2300,869,99107,18185,554,188,Americas
2020-03-28,India,987,24,84,879,100,4,11,South-East Asia
2020-03-28,Kenya,38,1,1,36,7,0,0,Africa
2020-03-28,US,122069,2934,1072,118063,19793,634,203,Americas
2020-03-29,India,1024,27,95,902,37,3,11,South-East Asia
2020-03-29,Kenya,42,1,1,40,4,0,0,Africa
2020-03-29,US,141205,3561,2665,134979,19136,627,1593,Americas
2020-03-30,India,1251,32,102,1117,227,5,7,South-East Asia
2020-03-30,Kenya,50,1,1,48,8,0,0,Africa
2020-03-30,US,162707,4381,5644,152682,21502,820,2979,Americas
2020-03-31,India,1397,35,123,1239,146,3,21,South-East Asia
2020-03-31,Kenya,59,1,1,57,9,0,0,Africa
2020-03-31,US,188724,5605,7024,176095,26017,1224,1380,Americas
2020-04-01,India,1998,58,148,1792,601,23,25,South-East Asia
2020-04-01,Kenya,81,1,3,77,22,0,2,Africa
2020-04-01,US,214205,6846,8474,198885,25481,1241,1450,Americas
2020-04-02,India,2543,72,191,2280,545,14,43,South-East Asia
2020-04-02,Kenya,110,3,4,103,29,2,1,Africa
2020-04-02,US,244610,8432,9001,227177,30405,1586,527,Americas
2020-04-03,India,2567,72,192,2303,24,0,1,South-East Asia
2020-04-03,Kenya,122,4,4,114,12,1,0,Africa
2020-04-03,US,276547,9747,9707,257093,31937,1315,706,Americas
2020-04-04,India,3082,86,229,2767,515,14,37,South-East Asia
2020-04-04,Kenya,126,4,4,118,4,0,0,Africa
2020-04-04,US,309699,11031,14652,284016,33152,1284,4945,Americas
2020-04-05,India,3588,99,229,3260,506,13,0,South-East Asia
2020-04-05,Kenya,142,4,4,134,16,0,0,Africa
2020-04-05,US,337573,12470,17448,307655,27874,1439,2796,Americas
2020-04-06,India,4778,136,375,4267,1190,37,146,South-East Asia
2020-04-06,Kenya,158,6,4,148,16,2,0,Africa
2020-04-06,US,367215,14138,19581,333496,29642,1668,2133,Americas
2020-04-07,India,5311,150,421,4740,533,14,46,South-East Asia
2020-04-07,Kenya,172,6,7,159,14,0,3,Africa
2020-04-07,US,397992,16447,21763,359782,30777,2309,2182,Americas
2020-04-08,India,5916,178,506,5232,605,28,85,South-East Asia
2020-04-08,Kenya,179,6,9,164,7,0,2,Africa
2020-04-08,US,429686,18563,23559,387564,31694,2116,1796,Americas
2020-04-09,India,6725,226,620,5879,809,48,114,South-East Asia
2020-04-09,Kenya,184,7,12,165,5,1,3,Africa
2020-04-09,US,464442,20638,25410,418394,34756,2075,1851,Americas
2020-04-10,India,7598,246,774,6578,873,20,154,South-East Asia
2020-04-10,Kenya,189,7,22,160,5,0,10,Africa
2020-04-10,US,497943,22731,28790,446422,33501,2093,3380,Americas
2020-04-11,India,8446,288,969,7189,848,42,195,South-East Asia
2020-04-11,Kenya,191,7,24,160,2,0,2,Africa
2020-04-11,US,527969,24777,31270,471922,30026,2046,2480,Americas
2020-04-12,India,9205,331,1080,7794,759,43,111,South-East Asia
2020-04-12,Kenya,197,8,25,164,6,1,1,Africa
2020-04-12,US,556522,26548,32988,496986,28553,1771,1718,Americas
2020-04-13,India,10453,358,1181,8914,1248,27,101,South-East Asia
2020-04-13,Kenya,208,9,40,159,11,1,15,Africa
2020-04-13,US,581813,28376,43482,509955,25291,1828,10494,Americas
2020-04-14,India,11487,393,1359,9735,1034,35,178,South-East Asia
2020-04-14,Kenya,216,9,41,166,8,0,1,Africa
2020-04-14,US,608878,30780,47763,530335,27065,2404,4281,Americas
2020-04-15,India,12322,405,1432,10485,835,12,73,South-East Asia
2020-04-15,Kenya,225,10,53,162,9,1,12,Africa
2020-04-15,US,637974,33329,52096,552549,29096,2549,4333,Americas
2020-04-16,India,13430,448,1768,11214,1108,43,336,South-East Asia
2020-04-16,Kenya,234,11,53,170,9,1,0,Africa
2020-04-16,US,669272,35442,54703,579127,31298,2113,2607,Americas
2020-04-17,India,14352,486,2041,11825,922,38,273,South-East Asia
2020-04-17,Kenya,246,11,53,182,12,0,0,Africa
2020-04-17,US,701996,38056,58545,605395,32724,2614,3842,Americas
2020-04-18,India,15722,521,2463,12738,1370,35,422,South-East Asia
2020-04-18,Kenya,262,12,60,190,16,1,7,Africa
2020-04-18,US,730337,40442,64840,625055,28341,2386,6295,Americas
2020-04-19,India,17615,559,2854,14202,1893,38,391,South-East Asia
2020-04-19,Kenya,270,14,67,189,8,2,7,Africa
2020-04-19,US,756375,41671,70337,644367,26038,1229,5497,Americas
2020-04-20,India,18539,592,3273,14674,924,33,419,South-East Asia
2020-04-20,Kenya,281,14,69,198,11,0,2,Africa
2020-04-20,US,783716,43466,72329,667921,27341,1795,1992,Americas
2020-04-21,India,20080,645,3975,15460,1541,53,702,South-East Asia
2020-04-21,Kenya,296,14,74,208,15,0,5,Africa
2020-04-21,US,809318,45923,75204,688191,25602,2457,2875,Americas
2020-04-22,India,21370,681,4370,16319,1290,36,395,South-East Asia
2020-04-22,Kenya,303,14,74,215,7,0,0,Africa
2020-04-22,US,837422,48312,77366,711744,28104,2389,2162,Americas
2020-04-23,India,23077,721,5012,17344,1707,40,642,South-East Asia
2020-04-23,Kenya,320,14,89,217,17,0,15,Africa
2020-04-23,US,871617,50749,80203,740665,34195,2437,2837,Americas
2020-04-24,India,24530,780,5498,18252,1453,59,486,South-East Asia
2020-04-24,Kenya,336,14,94,228,16,0,5,Africa
2020-04-24,US,907908,52867,99079,755962,36291,2118,18876,Americas
2020-04-25,India,26283,825,5939,19519,1753,45,441,South-East Asia
2020-04-25,Kenya,343,14,98,231,7,0,4,Africa
2020-04-25,US,940829,54517,100372,785940,32921,1650,1293,Americas
2020-04-26,India,27890,881,6523,20486,1607,56,584,South-East Asia
2020-04-26,Kenya,355,14,106,235,12,0,8,Africa
2020-04-26,US,968518,55810,106988,805720,27689,1293,6616,Americas
2020-04-27,India,29451,939,7137,21375,1561,58,614,South-East Asia
2020-04-27,Kenya,363,14,114,235,8,0,8,Africa
2020-04-27,US,990983,57235,111424,822324,22465,1425,4436,Americas
2020-04-28,India,31324,1008,7747,22569,1873,69,610,South-East Asia
2020-04-28,Kenya,374,14,124,236,11,0,10,Africa
2020-04-28,US,1015518,59454,115936,840128,24535,2219,4512,Americas
2020-04-29,India,33062,1079,8437,23546,1738,71,690,South-East Asia
2020-04-29,Kenya,384,15,129,240,10,1,5,Africa
2020-04-29,US,1043038,61960,120720,860358,27520,2506,4784,Americas
2020-04-30,India,34863,1154,9068,24641,1801,75,631,South-East Asia
2020-04-30,Kenya,396,17,144,235,12,2,15,Africa
2020-04-30,US,1072667,64256,153947,854464,29629,2296,33227,Americas
2020-05-01,India,37257,1223,10007,26027,2394,69,939,South-East Asia
2020-05-01,Kenya,411,21,150,240,15,4,6,Africa
2020-05-01,US,1106829,66125,164015,876689,34162,1869,10068,Americas
2020-05-02,India,39699,1323,10819,27557,2442,100,812,South-East Asia
2020-05-02,Kenya,435,22,152,261,24,1,2,Africa
2020-05-02,US,1136024,67681,175382,892961,29195,1556,11367,Americas
2020-05-03,India,42505,1391,11775,29339,2806,68,956,South-East Asia
2020-05-03,Kenya,465,24,167,274,30,2,15,Africa
2020-05-03,US,1161611,68777,180152,912682,25587,1096,4770,Americas
2020-05-04,India,46437,1566,12847,32024,3932,175,1072,South-East Asia
2020-05-04,Kenya,490,24,173,293,25,0,6,Africa
2020-05-04,US,1184086,70086,187180,926820,22475,1309,7028,Americas
2020-05-05,India,49400,1693,14142,33565,2963,127,1295,South-East Asia
2020-05-05,Kenya,535,24,182,329,45,0,9,Africa
2020-05-05,US,1208271,72393,189791,946087,24185,2307,2611,Americas
2020-05-06,India,52987,1785,15331,35871,3587,92,1189,South-East Asia
2020-05-06,Kenya,582,26,190,366,47,2,8,Africa
2020-05-06,US,1233527,74851,189910,968766,25256,2458,119,Americas
2020-05-07,India,56351,1889,16776,37686,3364,104,1445,South-East Asia
2020-05-07,Kenya,607,29,197,381,25,3,7,Africa
